0 0 0 0 0 0.0 1583080754.0658848
7 4.736 -4.197 1.194 0 4846.413 1583080754.1758523
7 4.739 -4.194 1.204 0 4846.526 1583080754.2868416
7 4.742 -4.192 1.22 0 4846.64 1583080754.4075837
7 4.743 -4.191 1.227 0 4846.755 1583080754.532326
7 4.743 -4.19 1.225 0 4846.868 1583080754.649312
7 4.743 -4.19 1.224 0 4846.982 1583080754.767055
7 4.744 -4.189 1.222 0 4847.097 1583080754.8817472
7 4.743 -4.19 1.215 0 4847.21 1583080754.9945505
7 4.742 -4.191 1.219 0 4847.324 1583080755.1183286
7 4.742 -4.191 1.219 0 4847.324 1583080755.2338006
7 4.742 -4.192 1.225 0 4847.439 1583080755.3453052
7 4.741 -4.193 1.221 0 4847.553 1583080755.4672537
7 4.742 -4.193 1.225 0 4847.667 1583080755.594033
7 4.742 -4.193 1.223 0 4847.782 1583080755.7053578
7 4.742 -4.192 1.216 0 4847.896 1583080755.8311882
7 4.74 -4.192 1.214 0 4848.01 1583080755.9482136
7 4.741 -4.19 1.216 0 4848.125 1583080756.0643365
7 4.743 -4.19 1.218 0 4848.238 1583080756.1809454
7 4.743 -4.189 1.218 0 4848.352 1583080756.298956
7 4.743 -4.189 1.219 0 4848.467 1583080756.4143195
7 4.742 -4.191 1.228 0 4848.581 1583080756.5262706
7 4.74 -4.192 1.231 0 4848.694 1583080756.653095
7 4.74 -4.192 1.231 0 4848.694 1583080756.76383
7 4.74 -4.192 1.231 0 4848.694 1583080756.8771415
7 4.74 -4.193 1.231 0 4848.928 1583080756.9932246
7 4.74 -4.192 1.214 0 4849.043 1583080757.1159253
7 4.74 -4.192 1.211 0 4849.156 1583080757.2315047
7 4.741 -4.192 1.217 0 4849.27 1583080757.3485687
7 4.744 -4.191 1.225 0 4849.384 1583080757.4745579
7 4.743 -4.191 1.225 0 4849.499 1583080757.5915034
7 4.743 -4.192 1.227 0 4849.612 1583080757.7013645
7 4.644 -4.26 1.047 0 4849.726 1583080757.8160694
7 4.545 -4.328 0.864 0 4849.841 1583080757.932414
7 4.45 -4.395 0.693 0 4849.954 1583080758.0397036
7 4.45 -4.395 0.693 0 4849.954 1583080758.152284
7 4.451 -4.394 0.685 0 4850.068 1583080758.2667203
7 4.548 -4.326 0.861 0 4850.183 1583080758.381479
7 4.646 -4.258 1.041 0 4850.297 1583080758.5035892
7 4.742 -4.19 1.217 0 4850.411 1583080758.6297917
7 4.742 -4.19 1.219 0 4850.526 1583080758.7482405
7 4.742 -4.191 1.22 0 4850.639 1583080758.8633072
7 4.742 -4.19 1.217 0 4850.753 1583080758.9801912
7 4.741 -4.191 1.214 0 4850.868 1583080759.0978339
7 4.742 -4.19 1.218 0 4850.981 1583080759.2122295
7 4.743 -4.19 1.217 0 4851.095 1583080759.33005
7 4.744 -4.19 1.219 0 4851.21 1583080759.4436934
7 4.745 -4.189 1.221 0 4851.325 1583080759.5641146
7 4.743 -4.19 1.223 0 4851.438 1583080759.681482
7 4.743 -4.19 1.223 0 4851.438 1583080759.7948546
7 4.742 -4.192 1.236 0 4851.552 1583080759.9094183
7 4.742 -4.191 1.238 0 4851.667 1583080760.0305119
7 4.742 -4.192 1.237 0 4851.787 1583080760.1460905
7 4.741 -4.192 1.228 0 4851.9 1583080760.2804713
7 4.743 -4.19 1.223 0 4852.014 1583080760.3959184
7 4.744 -4.191 1.223 0 4852.129 1583080760.513339
7 4.744 -4.191 1.23 0 4852.242 1583080760.630102
7 4.745 -4.191 1.232 0 4852.356 1583080760.7477143
7 4.743 -4.192 1.229 0 4852.471 1583080760.8669662
7 4.742 -4.192 1.225 0 4852.584 1583080760.9903867
7 4.742 -4.194 1.227 0 4852.698 1583080761.1019433
7 4.741 -4.193 1.23 0 4852.813 1583080761.2169666
7 4.742 -4.192 1.227 0 4852.926 1583080761.329384
7 4.744 -4.191 1.237 0 4853.04 1583080761.4436827
7 4.744 -4.191 1.237 0 4853.04 1583080761.5661376
7 4.744 -4.19 1.226 0 4853.155 1583080761.6832366
7 4.742 -4.192 1.226 0 4853.268 1583080761.8057864
7 4.742 -4.192 1.229 0 4853.382 1583080761.9305658
7 4.74 -4.193 1.228 0 4853.497 1583080762.0555422
7 4.741 -4.193 1.228 0 4853.611 1583080762.1805072
7 4.741 -4.191 1.223 0 4853.725 1583080762.3051794
7 4.74 -4.193 1.231 0 4853.84 1583080762.4300663
7 4.74 -4.193 1.22 0 4853.953 1583080762.5541668
7 4.741 -4.192 1.227 0 4854.067 1583080762.6778984
7 4.742 -4.193 1.228 0 4854.181 1583080762.8028154
7 4.742 -4.192 1.213 0 4854.296 1583080762.9276178
7 4.743 -4.191 1.216 0 4854.409 1583080763.0518515
7 4.742 -4.192 1.214 0 4854.523 1583080763.1766539
7 4.744 -4.189 1.226 0 4854.638 1583080763.3006623
7 4.744 -4.189 1.229 0 4854.751 1583080763.4263532
7 4.744 -4.189 1.228 0 4854.871 1583080763.550538
7 4.744 -4.189 1.225 0 4854.985 1583080763.67391
7 4.741 -4.193 1.223 0 4855.1 1583080763.7982924
7 4.742 -4.193 1.228 0 4855.213 1583080763.9226732
7 4.742 -4.193 1.228 0 4855.213 1583080764.0464623
7 4.742 -4.193 1.228 0 4855.213 1583080764.1723218
7 4.74 -4.193 1.222 0 4855.327 1583080764.2974384
7 4.741 -4.192 1.228 0 4855.669 1583080764.4213493
7 4.742 -4.19 1.225 0 4855.784 1583080764.5471094
7 4.742 -4.189 1.223 0 4855.898 1583080764.6728394
7 4.745 -4.187 1.23 0 4856.012 1583080764.7976332
7 4.745 -4.186 1.228 0 4856.127 1583080764.9210722
7 4.745 -4.185 1.227 0 4856.24 1583080765.045512
7 4.747 -4.184 1.233 0 4856.354 1583080765.1703823
7 4.748 -4.184 1.24 0 4856.469 1583080765.2962058
7 4.75 -4.183 1.248 0 4856.583 1583080765.4204984
7 4.751 -4.183 1.252 0 4856.697 1583080765.545799
7 4.75 -4.183 1.248 0 4856.812 1583080765.6722178
7 4.75 -4.182 1.253 0 4856.926 1583080765.7960308
7 4.75 -4.182 1.253 0 4857.039 1583080765.9217105
7 4.75 -4.183 1.252 0 4857.153 1583080766.04787
7 4.751 -4.183 1.262 0 4857.268 1583080766.1728778
7 4.752 -4.184 1.261 0 4857.381 1583080766.2970984
7 4.752 -4.183 1.26 0 4857.495 1583080766.421818
7 4.752 -4.183 1.26 0 4857.495 1583080766.5471714
7 4.751 -4.178 1.255 0 4857.729 1583080766.6713715
7 4.746 -4.171 1.257 0 4857.844 1583080766.7960856
7 4.737 -4.16 1.257 0 4857.957 1583080766.9213352
7 4.72 -4.143 1.257 0 4858.071 1583080767.0440433
7 4.696 -4.119 1.26 0 4858.186 1583080767.1694493
7 4.667 -4.091 1.258 0 4858.3 1583080767.2948484
7 4.637 -4.058 1.257 0 4858.414 1583080767.4187076
7 4.608 -4.026 1.256 0 4858.529 1583080767.545158
7 4.582 -3.994 1.252 0 4858.643 1583080767.670514
7 4.558 -3.963 1.247 0 4858.757 1583080767.7955246
7 4.558 -3.963 1.247 0 4858.757 1583080767.919702
7 4.511 -3.902 1.241 0 4858.985 1583080768.0454938
7 4.487 -3.868 1.239 0 4859.099 1583080768.1704493
7 4.459 -3.833 1.234 0 4859.214 1583080768.2956734
7 4.431 -3.793 1.234 0 4859.327 1583080768.4208677
7 4.402 -3.753 1.238 0 4859.441 1583080768.544659
7 4.372 -3.711 1.24 0 4859.556 1583080768.670005
7 4.342 -3.666 1.244 0 4859.67 1583080768.7942958
7 4.314 -3.621 1.251 0 4859.783 1583080768.9179084
7 4.285 -3.575 1.25 0 4859.897 1583080769.041599
7 4.257 -3.529 1.247 0 4860.012 1583080769.1662648
7 4.228 -3.482 1.247 0 4860.125 1583080769.2909458
7 4.198 -3.434 1.238 0 4860.239 1583080769.4148555
7 4.166 -3.384 1.228 0 4860.354 1583080769.5406928
7 4.134 -3.335 1.219 0 4860.467 1583080769.6676326
7 4.134 -3.335 1.219 0 4860.467 1583080769.792214
7 4.101 -3.284 1.211 0 4860.587 1583080769.916542
7 4.067 -3.231 1.202 0 4860.701 1583080770.0416665
7 4.032 -3.178 1.203 0 4860.816 1583080770.167648
7 3.996 -3.126 1.22 0 4860.93 1583080770.2923992
7 3.961 -3.076 1.262 0 4861.044 1583080770.4168136
7 3.925 -3.026 1.294 0 4861.159 1583080770.5424886
7 3.89 -2.974 1.298 0 4861.272 1583080770.6675115
7 3.856 -2.91 1.238 0 4861.386 1583080770.792832
7 3.823 -2.846 1.163 0 4861.501 1583080770.9177408
7 3.791 -2.788 1.123 0 4861.614 1583080771.0418017
7 3.76 -2.737 1.122 0 4861.728 1583080771.168149
7 3.729 -2.696 1.173 0 4861.843 1583080771.2923095
7 3.698 -2.653 1.212 0 4861.956 1583080771.4180872
7 3.668 -2.606 1.229 0 4862.07 1583080771.5433645
7 3.637 -2.554 1.226 0 4862.185 1583080771.669674
7 3.605 -2.504 1.22 0 4862.3 1583080771.794733
7 3.573 -2.453 1.216 0 4862.413 1583080771.9206507
7 3.54 -2.402 1.213 0 4862.527 1583080772.0448253
7 3.507 -2.351 1.214 0 4862.642 1583080772.1705663
7 3.474 -2.301 1.207 0 4862.755 1583080772.2950625
7 3.441 -2.252 1.207 0 4862.869 1583080772.4212136
7 3.409 -2.205 1.202 0 4862.984 1583080772.5468364
7 3.378 -2.16 1.2 0 4863.097 1583080772.6567369
7 3.347 -2.116 1.208 0 4863.211 1583080772.7801764
7 3.317 -2.072 1.21 0 4863.326 1583080772.8912966
7 3.288 -2.03 1.215 0 4863.439 1583080773.015968
7 3.257 -1.988 1.218 0 4863.559 1583080773.1414547
7 3.226 -1.946 1.215 0 4863.673 1583080773.2670743
7 3.196 -1.904 1.212 0 4863.788 1583080773.3911521
7 3.166 -1.862 1.215 0 4863.901 1583080773.5164728
7 3.137 -1.82 1.22 0 4864.015 1583080773.6418517
7 3.109 -1.779 1.225 0 4864.13 1583080773.7670414
7 3.081 -1.739 1.226 0 4864.244 1583080773.8910716
7 3.053 -1.701 1.236 0 4864.358 1583080774.01731
7 3.025 -1.663 1.245 0 4864.473 1583080774.1446793
7 2.997 -1.623 1.256 0 4864.587 1583080774.2704554
7 2.969 -1.584 1.27 0 4864.701 1583080774.3945384
7 2.941 -1.542 1.272 0 4864.816 1583080774.5203214
7 2.915 -1.501 1.271 0 4864.93 1583080774.6447573
7 2.889 -1.462 1.267 0 4865.043 1583080774.7686815
7 2.865 -1.424 1.267 0 4865.157 1583080774.8935955
7 2.843 -1.388 1.261 0 4865.272 1583080775.01592
7 2.82 -1.354 1.255 0 4865.385 1583080775.1404848
7 2.82 -1.354 1.255 0 4865.385 1583080775.266964
