9.68 -0.43 -0.3 0.0 0.0 0.13 -59.25 66.88 -6.06 192.94 86.75 177.38 558342.0 1582577786.769799 0
9.63 -0.43 -0.37 0.0 -0.06 0.0 -59.69 66.88 -4.88 192.94 86.75 177.38 558392.0 1582577786.8206837 1
9.68 -0.31 -0.33 -0.06 0.06 0.13 -59.69 67.25 -6.06 192.94 86.75 177.38 558442.0 1582577786.870539 2
9.63 -0.5 -0.29 -0.06 0.0 0.06 -59.69 67.25 -4.88 192.94 86.75 177.38 558492.0 1582577786.9212844 3
9.66 -0.31 -0.34 -0.13 0.13 -0.19 -58.88 66.25 -6.06 192.94 86.75 177.38 558542.0 1582577786.9729803 4
9.65 -0.44 -0.33 -0.06 -0.19 0.25 -58.88 66.56 -4.06 192.94 86.75 177.38 558592.0 1582577787.0219736 5
9.64 -0.42 -0.35 -0.19 -0.06 0.06 -59.25 67.25 -4.88 192.94 86.75 177.38 558642.0 1582577787.0740988 6
9.68 -0.41 -0.3 0.0 -0.06 0.19 -59.25 66.88 -3.56 192.94 86.75 177.38 558692.0 1582577787.120447 7
9.65 -0.42 -0.39 -0.13 -0.06 0.0 -58.56 67.25 -5.25 192.94 86.75 177.38 558742.0 1582577787.1665685 8
9.68 -0.4 -0.3 -0.06 0.06 -0.13 -58.88 67.69 -4.88 192.94 86.75 177.38 558792.0 1582577787.2237718 9
9.67 -0.4 -0.33 0.0 0.13 0.0 -58.88 67.69 -4.06 192.94 86.75 177.38 558842.0 1582577787.2703025 10
9.63 -0.45 -0.35 -0.06 -0.19 -0.06 -59.25 66.25 -4.88 192.94 86.75 177.38 558892.0 1582577787.3218675 11
9.66 -0.38 -0.32 0.06 0.13 -0.13 -58.56 67.25 -5.25 192.94 86.75 177.38 558942.0 1582577787.3723352 12
9.73 -0.35 -0.27 -0.06 -0.25 0.06 -58.56 67.69 -4.38 192.94 86.75 177.38 558992.0 1582577787.4241831 13
9.63 -0.52 -0.32 0.06 -0.13 0.0 -58.25 66.88 -6.06 192.94 86.75 177.38 559042.0 1582577787.4723 14
9.68 -0.32 -0.38 0.0 0.06 -0.06 -58.88 66.88 -5.25 192.94 86.75 177.38 559092.0 1582577787.5208385 15
9.67 -0.43 -0.33 -0.19 -0.25 0.06 -58.88 66.56 -5.25 192.94 86.75 177.38 559142.0 1582577787.5726092 16
9.66 -0.48 -0.28 0.13 0.06 0.0 -58.88 67.25 -5.25 192.94 86.75 177.38 559192.0 1582577787.6225128 17
9.7 -0.32 -0.37 0.0 -0.13 -0.06 -58.88 67.25 -3.56 192.94 86.75 177.38 559242.0 1582577787.6697211 18
9.62 -0.49 -0.28 -0.06 -0.06 -0.25 -59.25 66.88 -5.69 192.94 86.75 177.38 559292.0 1582577787.7243557 19
9.66 -0.35 -0.39 0.19 0.0 0.19 -60.06 67.25 -5.69 192.94 86.75 177.38 559342.0 1582577787.7727602 20
9.66 -0.43 -0.33 0.0 0.06 0.19 -60.06 67.25 -5.25 192.94 86.75 177.38 559392.0 1582577787.8231297 21
9.62 -0.41 -0.33 0.0 0.06 -0.19 -58.88 67.25 -5.69 192.94 86.75 177.38 559442.0 1582577787.8730419 22
9.7 -0.35 -0.45 0.0 0.31 0.19 -58.88 66.56 -5.69 192.94 86.75 177.38 559492.0 1582577787.9220486 23
9.61 -0.46 -0.31 0.0 0.0 -0.25 -58.56 66.88 -4.88 192.94 86.75 177.38 559542.0 1582577787.9674268 24
9.66 -0.33 -0.33 -0.13 0.0 -0.13 -58.88 67.69 -4.88 192.94 86.75 177.38 559592.0 1582577788.0225575 25
9.67 -0.39 -0.33 -0.06 0.13 0.13 -59.25 67.25 -6.06 192.94 86.75 177.38 559642.0 1582577788.0735025 26
9.62 -0.43 -0.33 0.0 0.19 -0.06 -59.25 67.25 -6.06 192.94 86.75 177.38 559692.0 1582577788.1206844 27
9.68 -0.35 -0.33 0.0 -0.13 -0.19 -59.69 67.25 -4.88 192.94 86.75 177.38 559742.0 1582577788.1698577 28
9.64 -0.4 -0.33 0.0 0.0 0.0 -58.88 66.88 -5.69 192.94 86.75 177.38 559792.0 1582577788.2215223 29
9.67 -0.39 -0.32 -0.06 0.0 -0.31 -58.25 66.88 -5.25 192.94 86.75 177.38 559842.0 1582577788.2730012 30
9.64 -0.4 -0.33 0.06 -0.13 -0.06 -58.88 67.25 -4.38 192.94 86.75 177.38 559892.0 1582577788.3182435 31
9.66 -0.42 -0.32 0.13 0.06 0.06 -59.25 66.56 -6.06 192.94 86.75 177.38 559942.0 1582577788.3706315 32
9.67 -0.36 -0.33 -0.06 -0.06 -0.19 -59.69 67.25 -6.5 192.94 86.75 177.38 559992.0 1582577788.4205892 33
9.62 -0.39 -0.36 0.19 0.13 0.0 -59.69 68.06 -6.06 192.94 86.75 177.38 560042.0 1582577788.470054 34
9.65 -0.47 -0.3 0.0 0.0 -0.06 -58.88 67.25 -5.25 192.94 86.75 177.38 560092.0 1582577788.5184577 35
9.67 -0.36 -0.35 -0.06 0.06 -0.25 -58.56 67.25 -4.06 192.94 86.75 177.38 560142.0 1582577788.5705993 36
9.65 -0.4 -0.31 0.06 -0.19 0.25 -58.25 67.25 -6.5 192.94 86.75 177.38 560192.0 1582577788.6206193 37
9.61 -0.46 -0.33 -0.13 -0.19 0.0 -59.69 66.88 -4.88 192.94 86.75 177.38 560242.0 1582577788.6660457 38
9.66 -0.35 -0.35 0.06 0.06 0.19 -59.69 67.25 -5.69 192.94 86.75 177.38 560292.0 1582577788.716953 39
9.66 -0.43 -0.33 -0.13 -0.06 0.13 -59.69 66.88 -5.69 192.94 86.75 177.38 560342.0 1582577788.7729108 40
9.67 -0.38 -0.33 0.0 0.0 -0.19 -59.25 66.88 -4.88 192.94 86.75 177.38 560392.0 1582577788.8224647 41
9.69 -0.36 -0.3 -0.06 0.06 -0.13 -59.69 66.88 -5.25 192.94 86.75 177.38 560442.0 1582577788.872946 42
9.64 -0.48 -0.35 0.06 0.0 -0.06 -58.88 67.25 -5.69 192.94 86.75 177.38 560492.0 1582577788.9221976 43
9.67 -0.33 -0.35 0.0 0.13 -0.13 -59.25 66.88 -5.69 192.94 86.75 177.38 560542.0 1582577788.9728765 44
9.68 -0.48 -0.32 0.0 0.13 0.06 -59.25 67.25 -6.06 192.94 86.75 177.38 560592.0 1582577789.0223744 45
9.65 -0.38 -0.35 0.06 -0.06 0.06 -60.06 66.88 -4.38 192.94 86.75 177.38 560642.0 1582577789.0735197 46
9.67 -0.45 -0.27 0.06 0.0 0.06 -59.25 66.88 -5.69 192.94 86.75 177.38 560692.0 1582577789.121227 47
