0 4395016 5829143 4683120 1582584992.8841062
1 4425786 6003259 4687278 1582584992.8841062
2 4592840 6005040 4650755 1582584992.8841062
3 4502244 6026916 4578699 1582584992.8841062
4 4382063 5960521 4465133 1582584992.8841062
5 4106641 5355809 3836469 1582584992.8841062
6 3775075 4771483 4006434 1582584992.8841062
7 3621646 3995833 3903053 1582584992.8841062
8 4607908 5026216 5357304 1582584992.8841062
9 4906543 5284209 5642671 1582584992.8841062
10 4993980 5321465 5672891 1582584992.8841062
11 4960831 5301541 5653969 1582584992.8841062
12 4974401 5323269 5659785 1582584992.8841062
13 4940285 5329903 5654660 1582584992.8841062
14 4722388 4889359 5183474 1582584992.8841062
15 4354788 4214923 3997883 1582584992.8995767
16 3570713 4274871 4127590 1582584992.8995767
17 4467409 4215375 4013945 1582584992.8995767
18 5153649 4708328 4798911 1582584992.8995767
19 5142409 4834293 4828769 1582584992.8995767
20 5125806 4925600 4800994 1582584992.8995767
21 5090444 4997834 4743469 1582584992.8995767
22 5139103 4957814 4820850 1582584992.8995767
23 5009346 4992958 4699879 1582584992.8995767
24 4189261 4564354 4355566 1582584992.8995767
25 3755949 4303405 4033460 1582584992.8995767
26 3839593 4202860 3936005 1582584992.8995767
27 3439459 4132324 3770959 1582584992.8995767
28 3507710 4064503 3841166 1582584992.8995767
29 3917148 4477191 4049410 1582584992.8995767
30 3546580 4157196 3712166 1582584992.8995767
31 3555909 4063055 3850515 1582584992.8995767
32 3636151 4222446 3908938 1582584992.8995767
33 3911369 4319051 4146423 1582584992.8995767
34 3322150 4147336 3733580 1582584992.8995767
35 3582883 3975798 3513409 1582584992.8995767
36 3350225 3995339 3668165 1582584992.8995767
37 3566038 3931203 3399218 1582584992.8995767
38 4731629 5371615 4783585 1582584992.8995767
39 5984311 6538323 6116576 1582584992.8995767
40 6194318 6679269 6363379 1582584992.8995767
41 6238006 6698821 6418445 1582584992.8995767
42 6236690 6709016 6421860 1582584992.8995767
43 6227840 6708943 6414044 1582584992.8995767
44 6173458 6637843 6358368 1582584992.8995767
45 5670625 5978063 5879668 1582584992.9151971
46 5041346 5032975 5257074 1582584992.9151971
47 4419625 4755391 4805056 1582584992.9151971
48 5966590 5804629 6241911 1582584992.9151971
49 6332121 6091686 6549804 1582584992.9151971
50 6388700 6141028 6572075 1582584992.9151971
51 6388131 6130815 6559856 1582584992.9151971
52 6385859 6134920 6556914 1582584992.9151971
53 6371025 6106279 6531705 1582584992.9151971
54 5922770 5904605 6015556 1582584992.9151971
55 4907469 5433498 5161808 1582584992.9151971
56 3896546 4842144 4440981 1582584992.9151971
57 3629909 4185604 3755301 1582584992.9151971
58 3460226 4050364 3640971 1582584992.9151971
59 3517953 4037851 3701656 1582584992.9151971
60 5316571 4715998 5580691 1582584992.9151971
61 6250411 5489579 6349944 1582584992.9151971
62 6374321 5646009 6448554 1582584992.9151971
63 6374499 5632896 6464249 1582584992.9151971
64 6370914 5641659 6458460 1582584992.9151971
65 6363975 5603533 6460021 1582584992.9151971
66 6249683 5525436 6305934 1582584992.9151971
67 5665313 5177653 5542989 1582584992.9151971
68 4975359 4663304 4687538 1582584992.9151971
69 4305683 4233200 4053471 1582584992.9151971
70 3887745 4221934 3852175 1582584992.9151971
71 3506903 4272996 3632030 1582584992.9151971
72 3583473 4120284 3725496 1582584992.9151971
73 3604809 4030720 3679438 1582584992.9151971
74 3733079 4127563 3766094 1582584992.9151971
75 3649033 4076899 3830588 1582584992.9151971
76 3497413 4134654 3719664 1582584992.9151971
77 3868348 4237608 3950706 1582584992.9308188
78 3788370 4392609 4011611 1582584992.9308188
79 4311945 5153814 4798390 1582584992.9308188
80 4456696 5350021 4982941 1582584992.9308188
81 4493056 5381779 4994340 1582584992.9308188
82 4500701 5394909 5026086 1582584992.9308188
83 4418204 5416239 5013605 1582584992.9308188
84 4434716 5341580 4968961 1582584992.9308188
85 3905495 4800400 4419956 1582584992.9308188
86 3698901 4358003 3889379 1582584992.9308188
87 3604620 4111668 3703305 1582584992.9308188
88 3386636 4125284 3818855 1582584992.9308188
89 3539240 4165040 3771114 1582584992.9308188
90 3932371 4292008 4089809 1582584992.9308188
91 3959090 4243260 5012604 1582584992.9308188
92 3820801 4312246 5398086 1582584992.9308188
93 4064394 4298171 5431530 1582584992.9308188
94 4249611 4316876 5419361 1582584992.9308188
95 3736281 4177630 5458856 1582584992.9308188
96 3884673 4181858 5456461 1582584992.9308188
97 3976974 4192136 5058829 1582584992.9308188
98 3555478 4071141 4354654 1582584992.9308188
99 3888898 3998311 3670030 1582584992.9308188
100 3841023 4141038 3700135 1582584992.9308188
101 4434420 4165676 3879716 1582584992.9308188
102 4584841 4444340 3835239 1582584992.9308188
103 4649309 4440541 3841938 1582584992.9308188
104 4653131 4357238 3739581 1582584992.9308188
105 4709511 4597160 3869695 1582584992.9308188
