0 0 0 0 0 0.0 1582584985.620107
7 3.15 -3.108 1.415 0 2192.485 1582584985.8231823
7 3.151 -3.107 1.411 0 2192.599 1582584985.9325347
7 3.152 -3.106 1.413 0 2192.714 1582584986.041905
7 3.152 -3.106 1.411 0 2192.827 1582584986.1512244
7 3.151 -3.106 1.413 0 2192.941 1582584986.2604964
7 3.151 -3.106 1.413 0 2192.941 1582584986.3699327
7 3.15 -3.106 1.415 0 2193.169 1582584986.4792275
7 3.15 -3.106 1.415 0 2193.169 1582584986.5886433
7 3.15 -3.107 1.418 0 2193.283 1582584986.6978996
7 3.15 -3.106 1.417 0 2193.398 1582584986.8230128
7 3.151 -3.107 1.411 0 2193.511 1582584986.9322906
7 3.151 -3.106 1.417 0 2193.625 1582584987.0415645
7 3.151 -3.106 1.42 0 2193.74 1582584987.1509452
7 3.152 -3.106 1.414 0 2193.853 1582584987.2602944
7 3.151 -3.106 1.415 0 2193.967 1582584987.3697157
7 3.151 -3.106 1.418 0 2194.082 1582584987.4789693
7 3.151 -3.106 1.418 0 2194.082 1582584987.5884347
7 3.15 -3.106 1.412 0 2194.202 1582584987.6978097
7 3.15 -3.107 1.417 0 2194.316 1582584987.807013
7 3.15 -3.106 1.412 0 2194.431 1582584987.9164443
7 3.151 -3.106 1.411 0 2194.545 1582584988.0257838
7 3.15 -3.106 1.413 0 2194.659 1582584988.135145
7 3.15 -3.106 1.415 0 2194.774 1582584988.2444098
7 3.15 -3.106 1.415 0 2194.774 1582584988.3537593
7 3.149 -3.106 1.421 0 2194.888 1582584988.463187
7 3.148 -3.107 1.412 0 2195.002 1582584988.572543
7 3.149 -3.107 1.411 0 2195.117 1582584988.681807
7 3.149 -3.107 1.409 0 2195.231 1582584988.7911904
7 3.149 -3.107 1.407 0 2195.345 1582584988.900654
7 3.15 -3.107 1.415 0 2195.46 1582584989.0098605
7 3.15 -3.107 1.415 0 2195.46 1582584989.1192064
7 3.15 -3.106 1.416 0 2195.574 1582584989.2285557
7 3.15 -3.106 1.417 0 2195.688 1582584989.3379054
7 3.15 -3.106 1.419 0 2195.802 1582584989.4474032
7 3.151 -3.105 1.411 0 2195.917 1582584989.5566552
7 3.151 -3.105 1.412 0 2196.03 1582584989.6659997
7 3.15 -3.106 1.412 0 2196.144 1582584989.7753458
7 3.15 -3.106 1.41 0 2196.259 1582584989.8846958
7 3.15 -3.106 1.41 0 2196.259 1582584989.9940023
7 3.15 -3.106 1.417 0 2196.373 1582584990.103352
7 3.151 -3.105 1.419 0 2196.487 1582584990.212702
7 3.151 -3.105 1.42 0 2196.602 1582584990.322051
7 3.152 -3.104 1.415 0 2196.716 1582584990.4314344
7 3.15 -3.105 1.415 0 2196.83 1582584990.5408976
7 3.15 -3.106 1.409 0 2196.945 1582584990.6502109
7 3.15 -3.106 1.409 0 2196.945 1582584990.7594492
7 3.15 -3.107 1.407 0 2197.065 1582584990.8687992
7 3.15 -3.107 1.415 0 2197.18 1582584990.9781814
7 3.151 -3.106 1.412 0 2197.294 1582584991.0875978
7 3.151 -3.106 1.415 0 2197.407 1582584991.1969397
7 3.151 -3.105 1.422 0 2197.521 1582584991.3061974
7 3.151 -3.106 1.423 0 2197.636 1582584991.4156318
7 3.151 -3.106 1.423 0 2197.636 1582584991.5249822
7 3.15 -3.106 1.425 0 2197.749 1582584991.634335
7 3.15 -3.106 1.428 0 2197.863 1582584991.7436404
7 3.149 -3.107 1.422 0 2197.978 1582584991.8530354
7 3.15 -3.106 1.416 0 2198.091 1582584991.9623866
7 3.152 -3.106 1.409 0 2198.205 1582584992.0717292
7 3.151 -3.106 1.407 0 2198.32 1582584992.181094
7 3.151 -3.106 1.408 0 2198.433 1582584992.306117
7 3.15 -3.108 1.411 0 2198.547 1582584992.4153135
7 3.15 -3.108 1.411 0 2198.547 1582584992.5248148
7 3.149 -3.108 1.42 0 2198.662 1582584992.634097
7 3.149 -3.108 1.424 0 2198.776 1582584992.7433949
7 3.15 -3.107 1.424 0 2198.889 1582584992.8527808
7 3.151 -3.106 1.42 0 2199.004 1582584992.962062
7 3.151 -3.106 1.418 0 2199.118 1582584993.0715554
7 3.151 -3.105 1.417 0 2199.231 1582584993.1808643
7 3.151 -3.105 1.417 0 2199.231 1582584993.290113
7 3.151 -3.106 1.415 0 2199.346 1582584993.39946
7 3.15 -3.107 1.422 0 2199.46 1582584993.5088966
7 3.15 -3.107 1.413 0 2199.573 1582584993.6181788
7 3.15 -3.107 1.412 0 2199.687 1582584993.7275085
7 3.15 -3.106 1.417 0 2199.802 1582584993.8370135
7 3.15 -3.106 1.418 0 2199.915 1582584993.9462984
7 3.15 -3.105 1.421 0 2200.035 1582584994.0698967
7 3.15 -3.105 1.421 0 2200.035 1582584994.1793392
7 3.152 -3.105 1.417 0 2200.149 1582584994.2885966
